#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BDFD41
#Date Time: 2026-05-08 11:48:04.872.981.800
#Sample rate: 57736.7Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 114.6 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: -250 mV Sample Mode: Average

Time (s),Channel 1 (V)
-0.5607335762309165,0.3819869214144259
-0.5607162562309164,0.3817505599269416
-0.5606989362309164,0.3811202626269899
-0.5606816162309164,0.3805687524895312
-0.5606642962309164,0.3802536038395548
-0.5606469762309164,0.3797020937020971
-0.5606296562309163,0.3790717964021418
-0.5606123362309163,0.3786778605896708
-0.5605950162309163,0.3781263504522133
-0.5605776962309164,0.3776536274772491
-0.5605603762309164,0.3774172659897665
-0.5605430562309164,0.3770233301772967
-0.5605257362309164,0.3763142457148498
-0.5605084162309164,0.3762354585523559
-0.5604910962309164,0.3759990970648738
-0.5604737762309164,0.3752900126024278
-0.5604564562309164,0.3749748639524513
-0.5604391362309165,0.3748960767899563
-0.5604218162309165,0.3746597153024749
-0.5604044962309164,0.3743445666524967
-0.5603871762309164,0.3740294180025209
-0.5603698562309164,0.373320333540074
-0.5603525362309164,0.3731627592150861
-0.5603352162309163,0.3730051848900956
-0.5603178962309163,0.3724536747526386
-0.5603005762309163,0.3723748875901445
-0.5602832562309163,0.3722961004276507
-0.5602659362309164,0.3722961004276507
-0.5602486162309164,0.3722961004276507
-0.5602312962309164,0.3722961004276507
-0.5602139762309164,0.3719809517776743
-0.5601966562309164,0.3720597389401682
-0.5601793362309164,0.3715082288027107
-0.5601620162309164,0.3715870159652035
-0.5601446962309165,0.3721385261026605
-0.5601273762309165,0.3722961004276502
-0.5601100562309164,0.3722173132651564
-0.5600927362309164,0.3721385261026625
-0.5600754162309164,0.372532461915133
-0.5600580962309164,0.372532461915133
-0.5600407762309164,0.3726900362401209
-0.5600234562309163,0.3728476105651086
-0.5600061362309163,0.3726112490776259
-0.5599888162309163,0.372296100427651
-0.5599714962309164,0.3723748875901453
-0.5599541762309164,0.3726112490776268
-0.5599368562309164,0.3724536747526389
-0.5599195362309164,0.3722173132651566
-0.5599022162309164,0.3722961004276507
-0.5598848962309164,0.3720597389401689
-0.5598675762309164,0.3722961004276503
-0.5598502562309164,0.3726900362401198
-0.5598329362309165,0.3731627592150841
-0.5598156162309165,0.3731627592150858
-0.5597982962309164,0.3731627592150858
-0.5597809762309164,0.3731627592150858
-0.5597636562309164,0.3732415463775799
-0.5597463362309164,0.3733203335400738
-0.5597290162309163,0.3733203335400753
-0.5597116962309163,0.3735566950275566
-0.5596943762309163,0.3736354821900504
-0.5596770562309163,0.3736354821900508
-0.5596597362309164,0.3738718436775332
-0.5596424162309164,0.3741869923275092
-0.5596250962309164,0.3742657794900032
-0.5596077762309164,0.3745021409774855
-0.5595904562309164,0.3745021409774855
-0.5595731362309164,0.3745809281399794
-0.5595558162309164,0.3748172896274615
-0.5595384962309164,0.3751324382774371
-0.5595211762309165,0.3752112254399321
-0.5595038562309164,0.3751324382774385
-0.5594865362309164,0.3752112254399324
-0.5594692162309164,0.3755263740899088
-0.5594518962309164,0.3752900126024265
-0.5594345762309164,0.3752112254399326
-0.5594172562309163,0.3752900126024259
-0.5593999362309163,0.3751324382774375
-0.5593826162309163,0.3748960767899572
-0.5593652962309164,0.375211225439932
-0.5593479762309164,0.3749748639524497
-0.5593306562309164,0.3747385024649678
-0.5593133362309164,0.3748172896274619
-0.5592960162309164,0.3747385024649678
-0.5592786962309164,0.3746597153024738
-0.5592613762309164,0.3752112254399314
-0.5592440562309164,0.3752900126024262
-0.5592267362309165,0.3752112254399327
-0.5592094162309165,0.37536879976492
-0.5591920962309164,0.3756051612524039
-0.5591747762309164,0.3761566713898616
-0.5591574562309164,0.3758415227398852
-0.5591401362309164,0.3763930328773429
-0.5591228162309163,0.376314245714849
-0.5591054962309163,0.3761566713898619
-0.5590881762309163,0.3762354585523557
-0.5590708562309163,0.3762354585523552
-0.5590535362309164,0.3759990970648724
-0.5590362162309164,0.3754475869274145
-0.5590188962309164,0.3753687997649206
-0.5590015762309164,0.3752112254399324
-0.5589842562309164,0.3751324382774385
-0.5589669362309164,0.3751324382774383
-0.5589496162309164,0.3749748639524504
-0.5589322962309164,0.3749748639524501
-0.5589149762309165,0.3751324382774378
-0.5588976562309164,0.3752900126024268
-0.5588803362309164,0.3754475869274147
-0.5588630162309164,0.3752900126024265
-0.5588456962309164,0.3756051612524029
