#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BDFD41
#Date Time: 2026-05-11 14:34:43.370.459.200
#Sample rate: 43010.8Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 114.6 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -2.4 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.7529103610122992,3.369641981702308
-0.7528871110122992,3.370544526407545
-0.7528638610122993,3.369641981702311
-0.7528406110122992,3.367836892291826
-0.7528173610122992,3.366031802881358
-0.7527941110122992,3.366031802881358
-0.7527708610122992,3.366031802881355
-0.7527476110122993,3.364226713470886
-0.7527243610122992,3.36512925817612
-0.7527011110122992,3.363324168765642
-0.7526778610122993,3.361519079355173
-0.7526546110122992,3.36151907935517
-0.7526313610122992,3.359713989944695
-0.7526081110122993,3.361519079355164
-0.7525848610122992,3.359713989944695
-0.7525616110122992,3.359713989944695
-0.7525383610122992,3.358811445239458
-0.7525151110122992,3.357908900534218
-0.7524918610122993,3.357006355828985
-0.7524686110122992,3.35790890053422
-0.7524453610122992,3.356103811123745
-0.7524221110122993,3.356103811123745
-0.7523988610122992,3.356103811123745
-0.7523756110122992,3.352493632302795
-0.7523523610122993,3.352493632302795
-0.7523291110122992,3.351591087597558
-0.7523058610122992,3.351591087597558
-0.7522826110122992,3.349785998187083
-0.7522593610122992,3.348883453481847
-0.7522361110122993,3.349785998187081
-0.7522128610122992,3.347980908776608
-0.7521896110122992,3.346175819366133
-0.7521663610122993,3.346175819366133
-0.7521431110122992,3.346175819366133
-0.7521198610122992,3.346175819366133
-0.7520966110122993,3.344370729955664
-0.7520733610122992,3.343468185250417
-0.7520501110122992,3.342565640545183
-0.7520268610122992,3.342565640545183
-0.7520036110122992,3.343468185250417
-0.7519803610122993,3.341663095839948
-0.7519571110122992,3.341663095839945
-0.7519338610122992,3.339858006429469
-0.7519106110122993,3.338955461724234
-0.7518873610122992,3.339858006429469
-0.7518641110122992,3.338955461724233
-0.7518408610122993,3.338052917018998
-0.7518176110122992,3.337150372313758
-0.7517943610122992,3.337150372313758
-0.7517711110122992,3.336247827608521
-0.7517478610122992,3.336247827608516
-0.7517246110122993,3.333540193492813
-0.7517013610122992,3.333540193492808
-0.7516781110122992,3.335345282903285
-0.7516548610122993,3.336247827608519
-0.7516316110122992,3.333540193492813
-0.7516083610122992,3.335345282903283
-0.7515851110122993,3.330832559377112
-0.7515618610122992,3.33173510408233
-0.7515386110122992,3.330832559377095
-0.7515153610122992,3.330832559377095
-0.7514921110122992,3.331735104082328
-0.7514688610122993,3.329027469966625
-0.7514456110122992,3.32902746996662
-0.7514223610122992,3.32631983585091
-0.7513991110122993,3.327222380556143
-0.7513758610122991,3.326319835850908
-0.7513526110122992,3.326319835850908
-0.7513293610122993,3.326319835850908
-0.7513061110122992,3.324514746440435
-0.7512828610122992,3.32541729114567
-0.7512596110122992,3.323612201735195
-0.7512363610122992,3.322709657029963
-0.7512131110122993,3.325417291145665
-0.7511898610122992,3.322709657029958
-0.7511666110122992,3.321807112324715
-0.7511433610122993,3.319099478209013
-0.7511201110122991,3.320904567619473
-0.7510968610122992,3.31819693350377
-0.7510736110122993,3.319099478209005
-0.7510503610122992,3.317294388798535
-0.7510271110122992,3.31819693350377
-0.7510038610122992,3.317294388798533
-0.7509806110122992,3.314586754682822
-0.7509573610122993,3.315489299388056
-0.7509341110122992,3.316391844093295
-0.7509108610122992,3.313684209977583
-0.7508876110122993,3.312781665272347
-0.7508643610122991,3.312781665272336
-0.7508411110122992,3.310074031156633
-0.7508178610122993,3.310976575861867
-0.7507946110122992,3.3091714864514
-0.7507713610122992,3.311879120567108
-0.7507481110122992,3.310074031156633
-0.7507248610122992,3.310976575861869
-0.7507016110122993,3.310074031156635
-0.7506783610122992,3.308268941746158
-0.7506551110122992,3.306463852335683
-0.7506318610122993,3.306463852335683
-0.7506086110122991,3.303756218219977
-0.7505853610122992,3.305561307630446
-0.7505621110122993,3.303756218219977
-0.7505388610122992,3.302853673514733
-0.7505156110122992,3.302853673514733
-0.7504923610122992,3.302853673514733
-0.7504691110122992,3.302853673514733
-0.7504458610122993,3.302853673514733
-0.7504226110122992,3.30014603939902
-0.7503993610122992,3.299243494693783
-0.7503761110122993,3.299243494693783
-0.7503528610122991,3.296535860578067
-0.7503296110122992,3.295633315872833
-0.7503063610122993,3.296535860578067
-0.7502831110122992,3.295633315872831
-0.7502598610122992,3.294730771167597
-0.7502366110122992,3.29292568175712
-0.7502133610122992,3.292925681757119
-0.7501901110122993,3.292023137051884
-0.7501668610122992,3.292023137051883
-0.7501436110122992,3.291120592346645
-0.7501203610122993,3.291120592346645
-0.7500971110122991,3.289315502936167
-0.7500738610122992,3.288412958230933
-0.7500506110122992,3.286607868820463
-0.7500273610122992,3.289315502936167
-0.7500041110122992,3.287510413525698
-0.7499808610122992,3.287510413525695
-0.7499576110122992,3.285705324115218
-0.7499343610122993,3.284802779409985
-0.7499111110122992,3.283900234704745
-0.7498878610122992,3.28209514529427
-0.7498646110122993,3.283900234704739
-0.7498413610122991,3.282997689999501
-0.7498181110122992,3.281192600589033
-0.7497948610122992,3.280290055883795
-0.7497716110122992,3.280290055883795
-0.7497483610122992,3.280290055883795
-0.7497251110122992,3.277582421768083
-0.7497018610122992,3.278484966473318
-0.7496786110122993,3.277582421768085
-0.7496553610122992,3.277582421768083
-0.7496321110122992,3.275777332357608
-0.7496088610122993,3.275777332357608
-0.7495856110122991,3.274874787652364
-0.7495623610122992,3.273069698241895
-0.7495391110122992,3.273972242947131
-0.7495158610122992,3.273069698241895
-0.7494926110122992,3.273069698241895
-0.7494693610122992,3.272167153536658
-0.7494461110122992,3.271264608831417
-0.7494228610122993,3.269459519420948
-0.7493996110122992,3.269459519420945
-0.7493763610122992,3.268556974715708
-0.7493531110122993,3.267654430010473
-0.7493298610122991,3.26675188530523
-0.7493066110122992,3.265849340599996
-0.7492833610122992,3.266751885305233
