t_s,R_raw,R,spo2,bpm,spo2_note,bpm_note
71.96043431899943,1.4293167385314198,,,49.36313688226508,SpO2 uden for gyldigt område,ok
72.21681859299952,1.4205084896439792,,,49.343122721578474,SpO2 uden for gyldigt område,ok
72.47551557999941,1.4255688918871225,,,49.3231247836974,SpO2 uden for gyldigt område,ok
72.72826906899991,1.4297027015534594,,,49.3231247836974,SpO2 uden for gyldigt område,ok
72.96655217699936,1.4254560787949724,,,49.3231247836974,SpO2 uden for gyldigt område,ok
73.22084847299993,1.425075644675984,,,49.3231247836974,SpO2 uden for gyldigt område,ok
73.45655182900009,1.5017044233524246,,,49.343122721578474,SpO2 uden for gyldigt område,ok
73.68939107299957,1.4983014530720355,,,49.343122721578474,SpO2 uden for gyldigt område,ok
73.92866116799996,1.5062587176950635,,,49.343122721578474,SpO2 uden for gyldigt område,ok
74.18386241799999,1.5077968785929876,,,49.36313688226508,SpO2 uden for gyldigt område,ok
74.44418206299997,1.4580393987180813,,,49.343122721578474,SpO2 uden for gyldigt område,ok
74.6748892329997,1.486070160727051,,,49.343122721578474,SpO2 uden for gyldigt område,ok
74.91360778599937,1.4735913715909035,,,49.3231247836974,SpO2 uden for gyldigt område,ok
75.16859723800007,1.4786323332617817,,,49.3231247836974,SpO2 uden for gyldigt område,ok
75.40574160300002,1.4706211981575672,,,49.3231247836974,SpO2 uden for gyldigt område,ok
75.65847168399978,1.440514732781695,,,49.343122721578474,SpO2 uden for gyldigt område,ok
75.89739015399937,1.4368588446851507,,,49.343122721578474,SpO2 uden for gyldigt område,ok
76.13651280500017,1.4558659937899647,,,49.283756416334036,SpO2 uden for gyldigt område,ok
