t_s,R,spo2,bpm,spo2_note,bpm_note
0.616222607999589,,,,venter på mere data,venter på flere pulsslag
0.780244262999986,,,,venter på mere data,venter på flere pulsslag
1.0855608879996907,,,,venter på mere data,venter på flere pulsslag
1.3251604150000276,,,,venter på mere data,venter på flere pulsslag
1.6062004959999285,,,,venter på mere data,venter på flere pulsslag
1.8300018820000332,,,,venter på mere data,venter på flere pulsslag
2.065941450999617,,,,venter på mere data,venter på flere pulsslag
2.289252531999864,1.1270264155546497,,,SpO2 uden for gyldigt område,venter på flere pulsslag
2.5393254849996083,1.1404882114352952,,,SpO2 uden for gyldigt område,venter på flere pulsslag
2.7630078339998363,1.1528024817993072,,,SpO2 uden for gyldigt område,venter på flere pulsslag
3.0095347169999513,0.9899575687476349,,,SpO2 uden for gyldigt område,venter på flere pulsslag
3.2615898069998366,0.9636584120676097,,,SpO2 uden for gyldigt område,venter på flere pulsslag
3.4875186069998563,0.980692979604479,,,SpO2 uden for gyldigt område,venter på flere pulsslag
3.728921703999731,0.998571472396033,,,SpO2 uden for gyldigt område,venter på flere pulsslag
3.9831298059998517,1.0161264227158486,,,SpO2 uden for gyldigt område,venter på flere pulsslag
4.226301619999958,1.417255233578348,,,SpO2 uden for gyldigt område,venter på flere pulsslag
4.459131373999753,1.3997538139358843,,,SpO2 uden for gyldigt område,venter på flere pulsslag
4.707800098999996,1.5327844270869222,,,SpO2 uden for gyldigt område,venter på flere pulsslag
4.939682741999604,1.5171791726211936,,,SpO2 uden for gyldigt område,venter på flere pulsslag
5.16576123599998,1.510682496168309,,,SpO2 uden for gyldigt område,venter på flere pulsslag
5.422011927999847,1.4828767441123516,,,SpO2 uden for gyldigt område,venter på flere pulsslag
5.671460535999813,1.4249170950736385,,,SpO2 uden for gyldigt område,venter på flere pulsslag
5.900862604999929,1.4017993752015576,,,SpO2 uden for gyldigt område,venter på flere pulsslag
6.1268379809998805,1.3857663337294273,,,SpO2 uden for gyldigt område,venter på flere pulsslag
6.378768284999751,1.4013798869260694,,,SpO2 uden for gyldigt område,venter på flere pulsslag
6.606187114000022,1.4015532074578603,,,SpO2 uden for gyldigt område,venter på flere pulsslag
6.859197672999926,1.399969861344404,,,SpO2 uden for gyldigt område,venter på flere pulsslag
7.099215708999964,1.3938598524032018,,,SpO2 uden for gyldigt område,venter på flere pulsslag
7.33070973599979,1.5068293375019457,,,SpO2 uden for gyldigt område,venter på flere pulsslag
7.558180734999951,1.3709137651739847,,,SpO2 uden for gyldigt område,venter på flere pulsslag
7.788790746999894,1.39938940274834,,,SpO2 uden for gyldigt område,venter på flere pulsslag
8.032641130999764,1.3654458708432982,,,SpO2 uden for gyldigt område,venter på flere pulsslag
8.264656735999779,1.375910065979811,,,SpO2 uden for gyldigt område,venter på flere pulsslag
8.513186842999858,1.524199600263792,,,SpO2 uden for gyldigt område,venter på flere pulsslag
8.742058744999667,1.4234728511082817,,,SpO2 uden for gyldigt område,venter på flere pulsslag
8.964679470999727,1.489044518646828,,,SpO2 uden for gyldigt område,venter på flere pulsslag
