v_660,v_940,v_dark,v_660_korr,v_940_korr,t_s
0.831712220178752,0.8653418697074892,0.71560846365893,0.11610375651982197,0.14973340604855911,0.621408376999625
0.8315105279162832,0.8651683467554213,0.7200513272953241,0.11145920062095915,0.14511701946009725,0.7799914130000616
0.8243611569365927,0.8630038169442334,0.7156918448177162,0.10866931211887654,0.14731197212651725,1.0600966299998618
0.8164444539415885,0.8587750400668843,0.7155397305415526,0.10090472340003587,0.1432353095253317,1.317259434999869
0.8245977791439585,0.86052041053931,0.7172749600622342,0.10732281908172425,0.14324545047707582,1.6001842929999839
0.8496853669867962,0.8409686555764123,0.7394329396234021,0.11025242736339413,0.10153571595301025,1.8287623709998115
0.8388548305239463,0.859368849130131,0.7380143331516242,0.10084049737232204,0.12135451597850677,2.085911494999891
0.8402216054645871,0.8358914190697955,0.7375681312748776,0.10265347418970949,0.09832328779491784,2.313071088000015
0.8213076036891601,0.8600584338487394,0.7374103831366335,0.08389722055252657,0.12264805071210583,2.565317751999828
0.844940528342907,0.8627390254264671,0.7323421608093452,0.11259836753356178,0.13039686461712185,2.7959496270000272
0.8488459215368559,0.839815967394817,0.7353675447463769,0.11347837679047901,0.10444842264844012,3.0277136719996633
0.8090978977890934,0.8535761121393369,0.7099419251787317,0.09915597261036169,0.14363418696060526,3.2794586719996914
0.8389122959171634,0.8348130978676577,0.7343951401513458,0.10451715576581766,0.1004179577163119,3.531027682000058
0.8179250328962475,0.8560471240476837,0.713673795420612,0.10425123747563547,0.14237332862707164,3.7775683529998787
0.8415151401981859,0.839306666262773,0.7344695071308036,0.10704563306738224,0.10483715913196934,4.011523646999649
0.8186213782493522,0.8509811552652273,0.7132264667714494,0.10539491147790281,0.13775468849377792,4.239306739999847
0.8386091941372521,0.836316212270638,0.7314937011800766,0.10711549295717548,0.1048225110905614,4.4943872710000505
0.8171475599291892,0.8533259686629787,0.7120749053622699,0.10507265456691928,0.1412510633007088,4.741466965999734
0.8348457742677223,0.8500887515117336,0.7311624300897649,0.10368334417795744,0.11892632142196868,4.975556946999859
0.8218349331798606,0.8508752386581209,0.7091475506254322,0.11268738255442834,0.14172768803268865,5.203625758999806
0.8112004551173992,0.8354835274551937,0.7053153976385252,0.105885057478874,0.13016812981666848,5.458492024999941
0.828668807883064,0.8441191112516235,0.7021412797425773,0.12652752814048662,0.1419778315090462,5.684375525999712
0.813783017494933,0.8459208203448505,0.7042584851122917,0.10952453238264126,0.14166233523255878,5.9410848979996445
0.834131400555962,0.8276918961983686,0.7227758629972773,0.11135553755868477,0.10491603320109133,6.189764023999942
0.8073085831924428,0.844512354824817,0.7047238421201109,0.10258474107233195,0.13978851270470616,6.421453389999897
0.8292569830842299,0.8227183227540257,0.7208152789933907,0.1084417040908392,0.10190304376063497,6.672353846999613
0.8297178330023843,0.8456796910478211,0.7218766986092877,0.10784113439309662,0.12380299243853343,6.906997843999761
0.829530788781324,0.8404131567753113,0.7211273949526301,0.1084033938286939,0.11928576182268114,7.135221558000012
0.8292817720773823,0.8242496064674062,0.72231275953429,0.10696901254309232,0.10193684693311622,7.389093471999786
0.818023062096442,0.8522363797366811,0.7098743188337698,0.10814874326267221,0.14236206090291126,7.640525520999745
0.8159374063543764,0.8490047964475158,0.7068500616691534,0.10908734468522296,0.14215473477836238,7.898091171000033
0.8324727915595701,0.828149365799275,0.7244277113591723,0.10804508020039783,0.10372165444010273,8.128402817999813
0.8129424452725773,0.848463945687823,0.7064703393649525,0.10647210590762479,0.1419936063228705,8.359151805999772
0.8345235173567395,0.8277933057158112,0.7254677222991651,0.10905579505757435,0.1023255834166461,8.614239217999966
0.8293606461465047,0.824815246220252,0.7226676928453386,0.10669295330116613,0.10214755337491344,8.847796926999763
0.8306767163284237,0.8237617140112669,0.723317840529386,0.10735887579903769,0.10044387348188089,9.075118249999832
0.8333539275889031,0.8284254250412022,0.726001812424362,0.10735211516454113,0.10242361261684019,9.308147445000031
0.8253594772971924,0.8493788848896365,0.7106743272491487,0.1146851500480437,0.13870455764048784,9.536724676999711
0.8285403558276365,0.8265020245270438,0.7287894473816119,0.09975090844602463,0.09771257714543191,9.767852574999779
0.8215138030412926,0.8446047501629309,0.7064579448683765,0.11505585817291608,0.13814680529455436,10.017722759999742
0.8305392500936679,0.8230507206167537,0.7211026059594773,0.10943664413419063,0.10194811465727638,10.2501899089998
0.8146562661173538,0.8458272982343208,0.7042167945328989,0.11043947158445488,0.14161050370142192,10.502122792999671
