SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Mar 26 10:03:48 CET 2026
User: ptli
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: QEB0413
Integration Time (usec): 100000 (QEB0413)
Spectra Averaged: 1 (QEB0413)
Boxcar Smoothing: 2 (QEB0413)
Correct for Electrical Dark: Yes (QEB0413)
Strobe/Lamp Enabled: No (QEB0413)
Correct for Detector Non-linearity: Yes (QEB0413)
Correct for Stray Light: Yes (QEB0413)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
199,28	0,0000E00
200,08	0,0000E00
200,88	0,0000E00
201,68	0,0000E00
202,48	-0,0000E00
203,28	-0,0000E00
204,08	-0,0000E00
204,88	-0,0000E00
205,68	-0,0000E00
206,48	-0,0000E00
207,28	-0,0000E00
208,08	-0,0000E00
208,88	-0,0000E00
209,68	-0,0000E00
210,48	-0,0000E00
211,28	-0,0000E00
212,08	-0,0000E00
212,88	-0,0000E00
213,68	-0,0000E00
214,48	-0,0000E00
215,28	-0,0000E00
216,08	-0,0000E00
216,88	-0,0000E00
217,68	-0,0000E00
218,48	-0,0000E00
219,28	-0,0000E00
220,08	-0,0000E00
220,88	-0,0000E00
221,68	-0,0000E00
222,48	-0,0000E00
223,27	-0,0000E00
224,07	0,0000E00
224,87	0,0000E00
225,67	0,0000E00
226,47	0,0000E00
227,27	0,0000E00
228,07	0,0000E00
228,87	0,0000E00
229,67	0,0000E00
230,46	0,0000E00
231,26	0,0000E00
232,06	0,0000E00
232,86	-0,0000E00
233,66	-0,0000E00
234,46	-0,0000E00
235,25	-0,0000E00
236,05	0,0000E00
236,85	-0,0000E00
237,65	-0,0000E00
238,45	-0,0000E00
239,24	0,0000E00
240,04	-0,0000E00
240,84	-0,0000E00
241,64	0,0000E00
242,44	0,0000E00
243,23	-0,0000E00
244,03	0,0000E00
244,83	0,0000E00
245,63	0,0000E00
246,42	0,0000E00
247,22	0,0000E00
248,02	0,0000E00
248,82	0,0000E00
249,61	0,0000E00
250,41	4,0881E-03
251,21	2,5465E-03
252,01	1,4649E-03
252,80	1,5201E-03
253,60	-8,7915E-04
254,40	-9,1748E-04
255,19	-2,9451E-03
255,99	-3,0969E-03
256,79	-3,9427E-03
257,58	-1,1048E-03
258,38	-1,1215E-03
259,18	2,8710E-03
259,97	3,0000E-03
260,77	3,0825E-03
261,57	-3,9491E-04
262,36	-3,1624E-03
263,16	-6,1287E-03
263,96	-6,2489E-03
264,75	-6,4701E-03
265,55	-5,7162E-03
266,34	-6,1341E-03
267,14	-3,9709E-03
267,94	-2,9206E-03
268,73	-6,7561E-03
269,53	-6,9053E-03
270,33	7,0757E-04
271,12	2,0355E-03
271,92	2,1017E-03
272,71	7,6201E-03
273,51	6,4667E-03
274,30	-6,5592E-04
275,10	-3,7229E-03
275,90	-8,4941E-03
276,69	-8,7812E-03
277,49	-5,6614E-03
278,28	-2,4191E-03
279,08	-7,6686E-04
279,87	9,7613E-04
280,67	-2,5958E-03
281,46	-8,0469E-03
282,26	-1,1762E-02
283,05	-1,5513E-02
283,85	-1,9555E-02
284,64	-1,4122E-02
285,44	-1,4621E-02
286,23	-1,2946E-02
287,03	-7,0763E-03
287,82	1,1647E-03
288,62	1,1861E-03
289,41	7,6714E-03
290,21	3,4044E-03
291,00	3,4050E-03
291,79	5,6189E-03
292,59	3,4432E-03
293,38	-3,2095E-03
294,18	-1,0046E-03
294,97	-1,0139E-03
295,77	-1,0187E-03
296,56	-3,3785E-03
297,35	3,6730E-03
298,15	1,3264E-03
298,94	3,8161E-03
299,74	-1,1037E-03
