v_660,v_940,v_dark,v_660_korr,v_940_korr,t_s,bpm,R,spo2
2.53530702780927,2.118909002600897,0.7290973337188951,1.806209694090375,1.3898116688820021,0.5113450810022186,,,
2.4800633945825643,2.1224616441968887,0.6945332560509432,1.7855301385316211,1.4279283881459455,0.6619010319991503,,,
2.448579250721236,2.069507089978841,0.6967557723875905,1.7518234783336455,1.3727513175912507,0.9841442070028279,,,
2.463969894307298,2.098152730742198,0.7229814651600293,1.7409884291472688,1.3751712655821688,1.2597878990054596,,,
2.1869078488743723,1.912305237763218,0.7826836692306087,1.4042241796437636,1.1296215685326092,1.6445674530114047,,,
2.2021890589149233,1.915002718250996,0.781560001072588,1.4206290578423353,1.133442717178408,1.8661964909988455,,,
2.163059233219353,1.8686322276576568,0.7792855884153894,1.3837736448039633,1.0893466392422675,2.126519747020211,,,
2.1892476960227003,1.8775324466321803,0.7754305943431439,1.4138171016795564,1.1021018522890365,2.3743507860053796,,,
2.235152247911961,1.9419797794905458,0.7771815310713046,1.4579707168406564,1.1647982484192412,2.6271879440173507,,,
2.2257590138922017,1.9122228805588655,0.7773146564153266,1.448444357476875,1.1349082241435389,2.8683947280223947,,,
2.2424809109184896,1.9193484710067152,0.7700514278999278,1.4724294830185618,1.1492970431067875,3.1163835900078993,,,
2.1917680521120757,1.8754430556395558,0.7737575020958092,1.4180105500162665,1.1016855535437466,3.358813077007653,,,
2.195236080141951,1.8967859815566595,0.7779453095281113,1.4172907706138396,1.1188406720285482,3.6256972920091357,,,
2.1934569388917518,1.9155408605314943,0.7797921416312037,1.413664797260548,1.1357487189002906,3.8473848400171846,,,
2.1783821859525223,1.863998788777144,0.7728402910391121,1.4055418949134102,1.091158497738032,4.075384418014437,,,
2.1825327634157334,1.8777366473717405,0.7766794905790161,1.4058532728367172,1.1010571567927245,4.294881011010148,,,
2.160986764939951,1.8835479070925885,0.7802434139838225,1.3807433509561284,1.1033044931087659,4.54246761201648,,,
2.156414247827042,1.848538197976426,0.7732385388902978,1.383175708936744,1.0752996590861281,4.75976214100956,,,
2.164746991818147,1.8779431044730635,0.7814686184211823,1.3832783733969645,1.0964744860518811,4.988227902009385,,,
2.1538397390553516,1.8857399625454343,0.7829995598774417,1.37084017917791,1.1027404026679926,5.207924812013516,,,
2.157779346693714,1.8508487124218334,0.7741309299676016,1.3836484167261123,1.0767177824542318,5.45902276400011,,,
2.1607396933268923,1.8620413949476606,0.7792122566580889,1.3815274366688035,1.0828291382895716,5.684013198013417,,,
2.148626415201724,1.8625355381737774,0.7779915649442549,1.3706348502574688,1.0845439732295223,5.916001319012139,,,
2.1580952373405466,1.8514364946611197,0.7741083663499704,1.3839868709905763,1.0773281283111493,6.139037767017726,,,
2.15216100590361,1.8762316540757569,0.7877074586961367,1.3644535472074732,1.08852419537962,6.3883593840000685,,,
2.1295218001536087,1.8597229832360813,0.7865837905381161,1.3429380096154926,1.0731391926979652,6.628167475020746,,,
2.1447533702353727,1.8409511815480233,0.7733005888387828,1.3714527813965898,1.0676505927092403,6.858600716019282,,,
2.1542774732373915,1.8547702691660908,0.7762101673322926,1.3780673059050987,1.0785601018337982,7.099630612996407,,,
2.11201920195729,1.8437829155607057,0.7856925276416942,1.326326674315596,1.0580903879190116,7.32927596999798,,,
2.1228474820583774,1.8309058589787293,0.7841683552707238,1.3386791267876537,1.0467375037080053,7.5561705520085525,,,
2.123817717616508,1.8521731967767696,0.7836663147784358,1.3401514028380719,1.0685068819983337,7.809146796003915,,,
2.0967289664696853,1.8242935908319833,0.7873904398684222,1.3093385266012632,1.0369031509635611,8.032401208998635,,,
2.1112452698725495,1.8107441384446055,0.7785353481291605,1.332709921743389,1.0322087903154449,8.284191876999103,,,
2.1169674033037547,1.8306734537171316,0.7805062801292227,1.3364611231745318,1.050167173587909,8.526161874993704,,,
2.0712219249187926,1.810400043275734,0.7934702066390781,1.2777517182797147,1.0169298366366557,8.754464023018954,,,
2.04528504645203,1.77270526366149,0.7937782000197403,1.2515068464322896,0.9789270636417496,8.975196754006902,,,
2.060770457232142,1.771247653962531,0.778307455591088,1.282463001641054,0.992940198371443,9.203804702003254,,,
2.0411683144152653,1.771939228842919,0.780493870139526,1.2606744442757392,0.991445358703393,9.443910944013624,,,
2.0226458407020287,1.7523280605789902,0.7920746468886045,1.2305711938134243,0.9602534136903856,9.695709932013415,,,
2.0256366482190096,1.7535137786854955,0.7883076509251196,1.23732899729389,0.965206127760376,9.935302151017822,,,
2.0041064442755694,1.740277960583188,0.7844346059587687,1.2196718383168008,0.9558433546244193,10.188586794014554,,,
2.0085322978738773,1.7357099561938045,0.7849806455054374,1.2235516523684398,0.9507293106883671,10.42836703301873,,,
2.0114937726879374,1.731421740663044,0.7939101971828814,1.217583575505056,0.9375115434801627,10.676209850003943,,,
1.9934146740611487,1.7276231556348767,0.7922630530958227,1.2011516209653261,0.935360102539054,10.896549835015321,,,
1.9940385580886442,1.6993983263403365,0.7836629302357909,1.2103756278528532,0.9157353961045456,11.127401327015832,,,
1.9958425193182376,1.70787547748428,0.7840984080560682,1.2117441112621694,0.9237770694282117,11.347404710017145,,,
1.988935795961408,1.7241844603079213,0.7874536179977883,1.2014821779636198,0.9367308423101329,11.578875184000935,,,
1.963278706353269,1.6743527107699965,0.7856485285873134,1.1776301777659557,0.8887041821826831,11.799929436005186,,,
1.9681953186350498,1.6933659431667052,0.7839720517973348,1.184223266837715,0.9093938913693704,12.030772911006352,43.878892807465306,0.7578854050273358,94.95138997697015
1.9772602520182792,1.700515225413068,0.7907862643218779,1.1864739876964012,0.9097289610911901,12.257516937010223,43.878892807465306,0.7280280927842467,95.69394133245578
1.932157836735799,1.6484981895075868,0.7825437748012964,1.1496140619345026,0.8659544147062903,12.509371476015076,43.878892807465306,0.7605694513796769,94.88463774418743
1.9368567101074412,1.6569448797677275,0.7904038110030336,1.1464528991044076,0.866541068764694,12.755150686018169,43.878892807465306,0.7736491638326412,94.55934529548222
1.9392811708218856,1.6668548206312357,0.785079925423014,1.1542012453988715,0.8817748952082217,13.021409840002889,43.878892807465306,0.7764762027552665,94.48903683747652
1.9161387963987144,1.6140943135248143,0.7808808361818964,1.135257960216818,0.8332134773429178,13.263462033006363,43.878892807465306,0.7781599677333406,94.44716160247182
1.91120526140371,1.634666691899822,0.7934194384994087,1.1177858229043014,0.8412472534004134,13.495915394014446,43.878892807465306,0.779582829729594,94.411775024625
